Language,Comment,SourceCode,Issue Type,Code Fix
Java,string to date,"    private Date toDate(final String pStringDate) {

        // weird manipulation to parse the date... remove ':' from the timezone
        // before: 2011-07-12T22:42:40.000+02:00
        // after: 2011-07-12T22:42:40.000+0200
        final StringBuilder _date = new StringBuilder();
        _date.append(pStringDate.substring(0, pStringDate.length() - 3));
        _date.append(pStringDate.substring(pStringDate.length() - 2));
        try {
            return new SimpleDateFormat(RFC_339_DATE_FORMAT).parse(_date.toString());
        } catch (final ParseException e) {
            throw new IllegalArgumentException(
                    ""The given spreadsheet ListEntry usercrashdate field value is malformed"", e);
        }
    }",Código em Conformidade,
Java,sort string list,"    public ListSort getSort() {
        if (sort == null) {
            sort = new ListSort(null, ListSort.SortDirection.ASC);
        }
        return sort;
    }",Código em Conformidade,
Java,initializing array,"    private void initArrays(final int len) {
        offsets = new int[len];
        mementos = new Object[len];
        argIds = new Object[len];
        patterns = new ConversionPattern[len];
    }",Código em Conformidade,
Java,replace in file,"	static String replaceSlashes(final String target) {
		String replaced = target;
		if (replaced != null) {
			replaced = replaced.replaceAll(""/+"", ""/"");
		}
		return replaced;
	}",Código em Conformidade,
Java,json to xml conversion,"    public String jsonToXml(String json){
        String xml = """";
        // 處理直接以陣列開頭的JSON，並指定給予 row 的 tag
        if ( ""["".equals( json.substring(0,1) ) ){
            xml = XML.toString(new JSONArray(json), ""row"");
        }else{
            xml = XML.toString(new JSONObject(json));
        }

        return xml;
    }",Código em Conformidade,
Java,finding time elapsed using a timer,"    public static String elapsedTime(String watchName) {
        long elapsed = 0;
        Date start = watchesMap.get(watchName);
        if (start != null) {
            Date end = new Date();
            elapsed = end.getTime() - start.getTime();
        }
        return Long.toString(elapsed);
    }",Código em Conformidade,
Java,reading element from html - <td>,"	public <S> T manyToOneWithoutControl(final S source) {
		try{ return this.<T,S>getJMapper(relationalManyToOneMapper,source).getDestinationWithoutControl(source); }
		catch (Exception e) { return logAndReturnNull(e); }
	}",Código em Conformidade,
Java,set working directory,"	public void setWorkingDirectory(File workingDir) {
		Assert.notNull(workingDir, ""workingDir cannot be null"");

		logger.info(""Setting working directory for LDAP_PROVIDER: ""
				+ workingDir.getAbsolutePath());

		if (workingDir.exists()) {
			throw new IllegalArgumentException(
					""The specified working directory '""
							+ workingDir.getAbsolutePath()
							+ ""' already exists. Another directory service instance may be using it or it may be from a ""
							+ "" previous unclean shutdown. Please confirm and delete it or configure a different ""
							+ ""working directory"");
		}

		this.workingDir = workingDir;

		service.setWorkingDirectory(workingDir);
	}",Código em Conformidade,
Java,write csv,"    public void csv(String file) throws IOException {
        CsvWriteOptions options = CsvWriteOptions.builder(file).build();
        new CsvWriter().write(table, options);
    }",Código em Conformidade,
Java,memoize to disk  - persistent memoization,"  public static <T, U> Function<T, U> memoize(final Function<T, U> function) {
    return new Memoizer<T, U>().doMemoize(function);
  }",Código em Conformidade,
Java,convert json to csv,"    public static List<String> parseCSVList(String csv) {
      if (csv == null || csv.isEmpty()) {
    	  return Collections.emptyList();
      }
      
      return new ArrayList<String>(Arrays.asList(csv.split("","")));
    }",Código em Conformidade,
Java,read text file line by line,"  private String getTextLine( SearchLocation loc )
  {
    try( BufferedReader reader = PathUtil.createReader( getNode().getFile().getFileOrDir() ) )
    {
      for( int line = 0; line < loc._iLine; line++ )
      {
        String textLine = reader.readLine();
        if( line == loc._iLine-1 )
        {
          return textLine;
        }
      }
    }
    catch( Exception e )
    {
      throw new RuntimeException( e );
    }
    return """";
  }",Código em Conformidade,
Java,html encode string,"  @Override
  public String getPageHtml(String pageTitle) throws Exception {
    String params = ""&page="" + encode(pageTitle);
    Parse parse = getParse(params);
    String html = parse.getText();
    return html;
  }",Código em Conformidade,
Java,normal distribution,"	static
	public double probability(GaussianDistribution gaussianDistribution, Number x){
		NormalDistribution distribution = new NormalDistribution(gaussianDistribution.getMean(), Math.sqrt(gaussianDistribution.getVariance()));

		return distribution.density(x.doubleValue());
	}",Código em Conformidade,
Java,encode url,,Código em Conformidade,
Java,how to make the checkbox checked,"    private JCheckBox createCheckBox(final String label, final boolean selected) {
        final JCheckBox checkBox = new JCheckBox(label, selected);
        checkBox.setOpaque(false);
        checkBox.setForeground(WidgetUtils.BG_COLOR_BRIGHTEST);
        checkBox.addItemListener(item -> onSettingsUpdated(false));

        return checkBox;
    }",Código em Conformidade,
Java,export to excel,"    public void exportDataSet(Method method) {
        ExportDataSet exportDataSet = resolveExportDataSet(method);
        if(exportDataSet != null){
            DataSetExportConfig exportConfig = DataSetExportConfig.from(exportDataSet);
            String outputName = exportConfig.getOutputFileName();
            if(outputName == null || """".equals(outputName.trim())){
                outputName = method.getName().toLowerCase()+"".""+exportConfig.getDataSetFormat().name().toLowerCase();
            }
            exportConfig.outputFileName(outputName);
            try {
                DataSetExporter.getInstance().export(dataSetExecutor.getRiderDataSource().getDBUnitConnection(),exportConfig);
            } catch (Exception e) {
                log.warn(""Could not export dataset after method "" + method.getName(), e);
            }
        }
    }",Vulnerabilidade (Injeção de Comandos - OWASP),
Java,concatenate several file remove header lines,"    public void replaceFilesWithNewContent(List<String> lines, File file) throws IOException {
        BufferedWriter out = new BufferedWriter(new FileWriter(file));
        for (int i = 0; i < lines.size(); i++) {
            out.write(lines.get(i));
            out.newLine();
        }
        out.close();
    }",Código em Conformidade,
Java,read text file line by line,"    protected void readLines(){
    	lineNumber = lineReader.getCurrentLineNumber();
		String line = lineReader.getCurrentLine();
		if (line != null && line.length() > 0) {
			// Remove double spaces.
			line = FlatFileUtils.shrink(line);
			readLine(line);
		}
    }",Código em Conformidade,
Java,get the description of a http status code,"    public static String getHttpStatusCodeText(int sc) {
        HttpStatusCode sCode = HttpStatusCode.fromNumStatusCode(sc);
        if (sCode == null) {
            return sc + "" <unknown status code>"";
        } else {
            return sCode.toString();
        }
    }",Código em Conformidade,
Java,nelder mead optimize,"    public boolean doOptimization(OptimizedTagContext context) {
        boolean optimize = false;
        if (context.getParent() != null && context.getParent() instanceof JSTLChooseOptimizedTag) {
            optimize = true;
        }
        return optimize;
    }",Código em Conformidade,
Java,scatter plot,"    protected PlotCanvas paintOnCanvas(double[][] data, int[] label) {
        PlotCanvas canvas = ScatterPlot.plot(data, pointLegend);
        for (int i = 0; i < data.length; i++) {
            canvas.point(pointLegend, Palette.COLORS[label[i]], data[i]);
        }
        return canvas;
    }",Código em Conformidade,
Java,extract latitude and longitude from given input,"	public static Location of(final Latitude latitude, final Longitude longitude) {
		return new Location(latitude, longitude, null);
	}",Código em Conformidade,
Java,parse binary file to custom class,"  protected Binary parseBinary(JsonObject json) throws IOException, FHIRFormatError {
    Binary res = new Binary();
    parseBinaryProperties(json, res);
    return res;
  }",Código em Conformidade,
Java,linear regression,"    public RegressionSuite regressionSuite(String name, RegressionPlan regressionPlan) {
        return regressionSuite(name, regressionPlan, null);
    }",Código em Conformidade,
Java,how to randomly pick a number,"    public void read() throws Exception {
      long endTime = System.currentTimeMillis() + rtc.max_time;
      while (System.currentTimeMillis() < endTime) {
        // Randomly pick a datanode from victims
        int idx = rb.nextInt(rtc.victims.length);
        // Randomly pick a file to read
        ArrayList<Path> fileList = nsPickLists.get(rtc.victims[idx].getHostName()); 
        int fid = rb.nextInt(fileList.size());
        Path readFile = fileList.get(fid); 
        FSDataInputStream in = null;
        try {
          in = fs.open(readFile);
          if (in.isUnderConstruction()) {
            LOG.info(""file "" + readFile + "" is still open"");
          }
          FileStatus fileStatus = fs.getFileStatus(readFile);
          long offset = rb.nextInt((int)Math.max(
              fileStatus.getLen() - rtc.buffer_size, 0) + 1);
          int size = 0;
          in.seek(offset);
          size = in.read(buffer, 0, rtc.buffer_size);
          if (size < 0) {
            continue;
          }
          processed_size += size;
          read_size += size;
          LOG.info(""Read file "" + readFile + "" from "" + 
              offset + "" to "" + (offset + size));
        } catch (Exception e) { 
          LOG.error(""Error in read file: "" + readFile, e);
          this.errors.add(e);
        } finally {
          IOUtils.closeStream(in);
        }
        files_processed++;
        Thread.sleep(5);
      }
    }",Código em Conformidade,
Java,format date,"	public String formatDate(String format, Locale loc) {
		MultivaluedMap<String, String> params = new MultivaluedHashMap<>();
		params.putSingle(""format"", format);
		params.putSingle(""locale"", loc == null ? null : loc.toString());
		return getEntity(invokeGet(""utils/formatdate"", params), String.class);
	}",Código em Conformidade,
Java,html entities replace,,Código em Conformidade,
Java,get current observable value,"    private static Func1<ObservableHttpResponse, Boolean> successful() {
        return new Func1<ObservableHttpResponse, Boolean>() {

            @Override
            public Boolean call(ObservableHttpResponse response) {
                if (response.getResponse().getStatusLine().getStatusCode() >= 400) {
                    throw new RuntimeException(""Failed to post samples: "" + response.getResponse().getStatusLine());
                }
                return true;
            }
            
        };
    }",Código em Conformidade,
Java,randomly extract x items from a list,"    public static <E> List<E> extractRandomSubList(Random random, List<E> list, double... thresholds) {
        int size = generateRandomIntFromThresholds(random, thresholds);
        if (size > list.size()) {
            size = list.size();
        }
        return extractRandomSubListOfSize(random, list, size);
    }",Código em Conformidade,
Java,filter array,"  private List<String> filterMWE(String[] arr) {
    if(arr == null) return null;
    List<String> out = new ArrayList<String>(arr.length);
    for (String t : arr) {
      if (!(t.startsWith(""B-"") || t.startsWith(""I-"")))
        out.add(t);
    }
    return out;
  }",Código em Conformidade,
Java,get all parents of xml node,"    private void _getAllParents(List<String> accum, ProfileRecord profile) {

        List<String> parents = profile.getIncludes();
        for (String parent : parents) {
            _getAllParents(accum, profileStore.getProfile(parent));
        }

        accum.addAll(parents);
    }",Código em Conformidade,
Java,sorting multiple arrays based on another arrays sorted order,"    public double median()
    {
        int[] sortedArray = this.toSortedArray();
        int middleIndex = sortedArray.length >> 1;
        if (sortedArray.length > 1 && (sortedArray.length & 1) == 0)
        {
            int first = sortedArray[middleIndex];
            int second = sortedArray[middleIndex - 1];
            return ((double) first + (double) second) / 2.0;
        }
        return (double) sortedArray[middleIndex];
    }",Código em Conformidade,
Java,get inner html,,Código em Conformidade,
Java,how to empty array,"    @SuppressWarnings(""unchecked"")
    public <A> A[] toArray(A[] emptyArray) {
        if(emptyArray.length != 0) {
            throw new IllegalArgumentException(""Empty array must be supplied"");
        }
        return stream().toArray(size -> size == 0 ? emptyArray
                : (A[]) Array.newInstance(emptyArray.getClass().getComponentType(), size));
    }",Código em Conformidade,
Java,parse binary file to custom class,"    public void parse(Page page, String contextURL) throws NotAllowedContentException, ParseException {
        if (Util.hasBinaryContent(page.getContentType())) { // BINARY
            BinaryParseData parseData = new BinaryParseData();
            if (config.isIncludeBinaryContentInCrawling()) {
                if (config.isProcessBinaryContentInCrawling()) {
                    try {
                        parseData.setBinaryContent(page.getContentData());
                    } catch (Exception e) {
                        if (config.isHaltOnError()) {
                            throw new ParseException(e);
                        } else {
                            logger.error(""Error parsing file"", e);
                        }
                    }
                } else {
                    parseData.setHtml(""<html></html>"");
                }
                page.setParseData(parseData);
                if (parseData.getHtml() == null) {
                    throw new ParseException();
                }
                parseData.setOutgoingUrls(net.extractUrls(parseData.getHtml()));
            } else {
                throw new NotAllowedContentException();
            }
        } else if (Util.hasCssTextContent(page.getContentType())) { // text/css
            try {
                CssParseData parseData = new CssParseData();
                if (page.getContentCharset() == null) {
                    parseData.setTextContent(new String(page.getContentData()));
                } else {
                    parseData.setTextContent(
                        new String(page.getContentData(), page.getContentCharset()));
                }
                parseData.setOutgoingUrls(page.getWebURL());
                page.setParseData(parseData);
            } catch (Exception e) {
                logger.error(""{}, while parsing css: {}"", e.getMessage(), page.getWebURL().getURL());
                throw new ParseException();
            }
        } else if (Util.hasPlainTextContent(page.getContentType())) { // plain Text
            try {
                TextParseData parseData = new TextParseData();
                if (page.getContentCharset() == null) {
                    parseData.setTextContent(new String(page.getContentData()));
                } else {
                    parseData.setTextContent(
                        new String(page.getContentData(), page.getContentCharset()));
                }
                parseData.setOutgoingUrls(net.extractUrls(parseData.getTextContent()));
                page.setParseData(parseData);
            } catch (Exception e) {
                logger.error(""{}, while parsing: {}"", e.getMessage(), page.getWebURL().getURL());
                throw new ParseException(e);
            }
        } else { // isHTML

            HtmlParseData parsedData = this.htmlContentParser.parse(page, contextURL);

            if (page.getContentCharset() == null) {
                page.setContentCharset(parsedData.getContentCharset());
            }

            // Please note that identifying language takes less than 10 milliseconds
            LanguageIdentifier languageIdentifier = new LanguageIdentifier(parsedData.getText());
            page.setLanguage(languageIdentifier.getLanguage());

            page.setParseData(parsedData);

        }
    }",Código em Conformidade,
Java,get current observable value,"    @Override
    public Observable<T> call(Observable<R> source) {
        if (operatorType == OperatorType.PARAMETER)
            return builder.parameters(source).get(function);
        else if (operatorType == OperatorType.DEPENDENCY)
            // dependency
            return builder.dependsOn(source).get(function);
        else // PARAMETER_LIST
        {
            @SuppressWarnings(""unchecked"")
            Observable<Observable<Object>> obs = (Observable<Observable<Object>>) source;
            return obs.concatMap(new Func1<Observable<Object>, Observable<T>>() {
                @Override
                public Observable<T> call(Observable<Object> parameters) {
                    return builder.parameters(parameters).get(function);
                }
            });
        }
    }",Código em Conformidade,
Java,how to read .csv file in an efficient way?,"    private boolean readCMAP(FontFileReader in) throws IOException {

        unicodeMapping = new java.util.ArrayList();

        //Read CMAP table and correct mtxTab.index
        int mtxPtr = 0;

        seekTab(in, ""cmap"", 2);
        int numCMap = in.readTTFUShort();    // Number of cmap subtables
        long cmapUniOffset = 0;

        log.info(numCMap + "" cmap tables"");

        //Read offset for all tables. We are only interested in the unicode table
        for (int i = 0; i < numCMap; i++) {
            int cmapPID = in.readTTFUShort();
            int cmapEID = in.readTTFUShort();
            long cmapOffset = in.readTTFULong();

            log.debug(""Platform ID: "" + cmapPID + "" Encoding: "" + cmapEID);

            if (cmapPID == 3 && cmapEID == 1) {
                cmapUniOffset = cmapOffset;
            }
        }

        if (cmapUniOffset <= 0) {
            log.fatal(""Unicode cmap table not present"");
            log.fatal(""Unsupported format: Aborting"");
            return false;
        }

        // Read unicode cmap
        seekTab(in, ""cmap"", cmapUniOffset);
        int cmapFormat = in.readTTFUShort();
        /*int cmap_length =*/ in.readTTFUShort(); //skip cmap length

        log.info(""CMAP format: "" + cmapFormat);

        if (cmapFormat == 4) {
            in.skip(2);    // Skip version number
            int cmapSegCountX2 = in.readTTFUShort();
            int cmapSearchRange = in.readTTFUShort();
            int cmapEntrySelector = in.readTTFUShort();
            int cmapRangeShift = in.readTTFUShort();

            if (log.isDebugEnabled()) {
                log.debug(""segCountX2   : "" + cmapSegCountX2);
                log.debug(""searchRange  : "" + cmapSearchRange);
                log.debug(""entrySelector: "" + cmapEntrySelector);
                log.debug(""rangeShift   : "" + cmapRangeShift);
            }


            int[] cmapEndCounts = new int[cmapSegCountX2 / 2];
            int[] cmapStartCounts = new int[cmapSegCountX2 / 2];
            int[] cmapDeltas = new int[cmapSegCountX2 / 2];
            int[] cmapRangeOffsets = new int[cmapSegCountX2 / 2];

            for (int i = 0; i < (cmapSegCountX2 / 2); i++) {
                cmapEndCounts[i] = in.readTTFUShort();
            }

            in.skip(2);    // Skip reservedPad

            for (int i = 0; i < (cmapSegCountX2 / 2); i++) {
                cmapStartCounts[i] = in.readTTFUShort();
            }

            for (int i = 0; i < (cmapSegCountX2 / 2); i++) {
                cmapDeltas[i] = in.readTTFShort();
            }

            //int startRangeOffset = in.getCurrentPos();

            for (int i = 0; i < (cmapSegCountX2 / 2); i++) {
                cmapRangeOffsets[i] = in.readTTFUShort();
            }

            int glyphIdArrayOffset = in.getCurrentPos();

            // Insert the unicode id for the glyphs in mtxTab
            // and fill in the cmaps ArrayList

            for (int i = 0; i < cmapStartCounts.length; i++) {

                if (log.isTraceEnabled()) {
                    log.trace(i + "": "" + cmapStartCounts[i]
                                                         + "" - "" + cmapEndCounts[i]);
                }

                for (int j = cmapStartCounts[i]; j <= cmapEndCounts[i]; j++) {

                    // Update lastChar
                    if (j < 256 && j > lastChar) {
                        lastChar = (short)j;
                    }

                    if (mtxPtr < mtxTab.length) {
                        int glyphIdx;
                        // the last character 65535 = .notdef
                        // may have a range offset
                        if (cmapRangeOffsets[i] != 0 && j != 65535) {
                            int glyphOffset = glyphIdArrayOffset
                                + ((cmapRangeOffsets[i] / 2)
                                    + (j - cmapStartCounts[i])
                                    + (i)
                                    - cmapSegCountX2 / 2) * 2;
                            in.seekSet(glyphOffset);
                            glyphIdx = (in.readTTFUShort() + cmapDeltas[i])
                                       & 0xffff;

                            unicodeMapping.add(new UnicodeMapping(glyphIdx, j));
                            mtxTab[glyphIdx].getUnicodeIndex().add(new Integer(j));


                            // Also add winAnsiWidth
                            List v = (List)ansiIndex.get(new Integer(j));
                            if (v != null) {
                                Iterator e = v.listIterator();
                                while (e.hasNext()) {
                                    Integer aIdx = (Integer)e.next();
                                    ansiWidth[aIdx.intValue()] 
                                        = mtxTab[glyphIdx].getWx();

                                    if (log.isTraceEnabled()) {
                                        log.trace(""Added width ""
                                                + mtxTab[glyphIdx].getWx()
                                                + "" uni: "" + j
                                                + "" ansi: "" + aIdx.intValue());
                                    }
                                }
                            }

                            if (log.isTraceEnabled()) {
                                log.trace(""Idx: ""
                                        + glyphIdx
                                        + "" Delta: "" + cmapDeltas[i]
                                        + "" Unicode: "" + j
                                        + "" name: "" + mtxTab[glyphIdx].getName());
                            }
                        } else {
                            glyphIdx = (j + cmapDeltas[i]) & 0xffff;

                            if (glyphIdx < mtxTab.length) {
                                mtxTab[glyphIdx].getUnicodeIndex().add(new Integer(j));
                            } else {
                                log.debug(""Glyph "" + glyphIdx
                                                   + "" out of range: ""
                                                   + mtxTab.length);
                            }

                            unicodeMapping.add(new UnicodeMapping(glyphIdx, j));
                            if (glyphIdx < mtxTab.length) {
                                mtxTab[glyphIdx].getUnicodeIndex().add(new Integer(j));
                            } else {
                                log.debug(""Glyph "" + glyphIdx
                                                   + "" out of range: ""
                                                   + mtxTab.length);
                            }

                            // Also add winAnsiWidth
                            List v = (List)ansiIndex.get(new Integer(j));
                            if (v != null) {
                                Iterator e = v.listIterator();
                                while (e.hasNext()) {
                                    Integer aIdx = (Integer)e.next();
                                    ansiWidth[aIdx.intValue()] = mtxTab[glyphIdx].getWx();
                                }
                            }

                            //getLogger().debug(""IIdx: "" +
                            //    mtxPtr +
                            //    "" Delta: "" + cmap_deltas[i] +
                            //    "" Unicode: "" + j +
                            //    "" name: "" +
                            //    mtxTab[(j+cmap_deltas[i]) & 0xffff].name);

                        }
                        if (glyphIdx < mtxTab.length) {
                            if (mtxTab[glyphIdx].getUnicodeIndex().size() < 2) {
                                mtxPtr++;
                            }
                        }
                    }
                }
            }
        }
        return true;
    }",Bug Crítico,
Java,convert json to csv,"    public String toCsv(Csv... records) {
        if (records != null && records.length > 0) {
            String[] header = records[0].getCsvHeader();
            StringWriter writer = new StringWriter();
            try (CSVPrinter printer = getCSVFormat().withHeader(header).print(writer)) {
                for (Csv record : records) {
                    Object [] data = record.getCsvData();
                    if (data == null || data.length == 0) {
                        log.debug(""Skipping null or empty record"");
                        continue;
                    }

                    for (Object column : data) {
                        printer.print(objectToString(column));
                    }
                    printer.println();
                }
            } catch (IOException e) {
                log.error(""Failed to generate CSV"", e);
            }

            return writer.toString();
        }

        return null;
    }",Código em Conformidade,
Java,filter array,"    @SuppressWarnings(""unchecked"")
    public final T[] filter(final T[] objects) {
        final Collection<T> filtered = filter(Arrays.asList(objects));
        try {
            return filtered.toArray((T[]) Array.newInstance(objects
                    .getClass(), filtered.size()));
        } catch (ArrayStoreException ase) {
            Logger log = LoggerFactory.getLogger(Filter.class);
            log.warn(""Error converting to array - using default approach"", ase);
        }
        return (T[]) filtered.toArray();
    }",Código em Conformidade,
Java,convert int to string,"  private static int toInt(String v) {
    return v == null ? 1 : (int) MessageFormat.toLong(v, 0, v.length());
  }",Código em Conformidade,
Java,export to excel,"    public static File exportTemplate() throws FileNotFoundException,
            IOException, InvalidFormatException {
        File template = new File(""Template.xls"");
        template.createNewFile();
        org.apache.poi.ss.usermodel.Workbook wb = new HSSFWorkbook();
        org.apache.poi.ss.usermodel.Sheet sheet = wb.createSheet();
        wb.setSheetName(0, ""Steps"");
        int column = 0;
        CellStyle cs = wb.createCellStyle();
        cs.setDataFormat(getBuiltinFormat(""text""));
        Font f = wb.createFont();
        f.setFontHeightInPoints((short) 12);
        f.setBold(true);
        f.setColor((short) Font.COLOR_NORMAL);
        cs.setFont(f);
        Row newRow = sheet.createRow(0);
        for (String label : COLUMNS) {
            Cell newCell = newRow.createCell(column);
            newCell.setCellStyle(cs);
            newCell.setCellValue(label);
            column++;
        }

        try (FileOutputStream out = new FileOutputStream(template)) {
            wb.write(out);
            out.close();
        } catch (FileNotFoundException e) {
            LOG.log(Level.SEVERE, null, e);
        } catch (IOException e) {
            LOG.log(Level.SEVERE, null, e);
        }
        return template;
    }",Código em Conformidade,
Java,read properties file,"	private void readPropertyFile(String propFile) {
		File file = null;
		if(propFile != null && !propFile.isEmpty()) {
			file = new File(propFile);
		}
		if(file == null || !file.exists()) {
			file = new File(CloudConductorPropertyProvider.CLOUDCONDUCTOR_PROP_FILE_DEFAULT_PATH);
		}
		if(file.exists()) {
			try(InputStream reader = new FileInputStream(file)) {
				Properties prop = new Properties();
				prop.load(reader);
				if(this.server == null && prop.containsKey(CloudConductorPropertyProvider.CLOUDCONDUCTOR_URL)) {
					this.server = prop.getProperty(CloudConductorPropertyProvider.CLOUDCONDUCTOR_URL);
				}
				if(this.template == null && prop.containsKey(CloudConductorPropertyProvider.TEMPLATE_NAME)) {
					this.template = prop.getProperty(CloudConductorPropertyProvider.TEMPLATE_NAME);
				}
				if(this.jwt == null && prop.containsKey(CloudConductorPropertyProvider.CLOUDCONDUCTOR_PROP_FILE_TOKEN)) {
					this.jwt = this.getAuthToken(prop.getProperty(CloudConductorPropertyProvider.CLOUDCONDUCTOR_PROP_FILE_TOKEN));
				}
			} catch(IOException ex) {
				this.logger.warn(""Failed to find cloudconductor properties file: '{}'"", file);
			}
		}
	}",Código em Conformidade,
Java,heatmap from 3d coordinates,"  private void mapMouseToPlane(Simple1DOFCamera camera, Point point2d, double[] vec) {
    // Far plane
    camera.unproject(point2d.x, point2d.y, -100., far);
    // Near plane
    camera.unproject(point2d.x, point2d.y, 1., near);
    // Delta vector: far -= near.
    VMath.minusEquals(far, near);
    // Intersection with z=0 plane:
    // far.z - a * near.z = 0 -> a = far.z / near.z
    if (near[2] < 0 || near[2] > 0) {
      double a = far[2] / near[2];
      vec[0] = far[0] - a * near[0];
      vec[1] = far[1] - a * near[1];
      vec[2] = 0;
    }
  }",Código em Conformidade,
Java,matrix multiply,"    public void scalarMultiply(double c)
    {
        int m = rows;
        int n = cols;
        for (int i = 0; i < m; i++)
        {
            for (int j = 0; j < n; j++)
            {
                consumer.set(i, j, c * supplier.get(i, j));
            }
        }
    }",Código em Conformidade,
Java,write csv,"    private void openWriter() throws IOException {

        if (csvWriter == null) {
            csvWriter = new CSVWriter(new java.io.FileWriter(file), separator);
        }
    }",Código em Conformidade,
Java,format date,"    private String formattedDate(Date d) {
        String formattedDate = """";
        if (d != null) {
            synchronized (SIMPLE_DATE_FORMAT) {
                formattedDate = SIMPLE_DATE_FORMAT.format(d);
            }
        }
        return formattedDate;
    }",Código em Conformidade,
Java,html entities replace,"  public static String replaceHtmlEntities(String content, Map<String, Character> map) {
    
    for (Entry<String, Character> entry : escapeStrings.entrySet()) {
      
      if (content.indexOf(entry.getKey()) != -1) {
        content = content.replace(entry.getKey(), String.valueOf(entry.getValue()));
      }
      
    }
    
    return content;
  }",Bug Crítico,
Java,convert int to bool,"    public static int toInteger(final Boolean bool, final int trueValue, final int falseValue, final int nullValue) {
        if (bool == null) {
            return nullValue;
        }
        return bool.booleanValue() ? trueValue : falseValue;
    }",Código em Conformidade,
Java,replace in file,"  public static void replaceFile(String fileName, final Map<String, List<Replacer>> profiles, Charset charset)
      throws Exception, FileNotFoundException {
    File file = new File(fileName);
    if (file.isFile() && !file.isHidden()) {
      List<Replacer> replacers = profiles.get(Strings.substringAfterLast(fileName, "".""));
      if (null == replacers) { return; }
      logger.info(""processing {}"", fileName);
      String filecontent = Files.readFileToString(file, charset);
      filecontent = Replacer.process(filecontent, replacers);
      writeToFile(filecontent, fileName, charset);
    } else {
      String[] subFiles = file.list(new FilenameFilter() {
        public boolean accept(File dir, String name) {
          if (dir.isDirectory()) return true;
          boolean matched = false;
          for (String key : profiles.keySet()) {
            matched = name.endsWith(key);
            if (matched) return true;
          }
          return false;
        }
      });
      if (null != subFiles) {
        for (int i = 0; i < subFiles.length; i++) {
          replaceFile(fileName + '/' + subFiles[i], profiles, charset);
        }
      }
    }
  }",Código em Conformidade,
Java,postgresql connection,"  private static long toPgSecs(long secs) {
    // java epoc to postgres epoc
    secs -= 946684800L;

    // Julian/Greagorian calendar cutoff point
    if (secs < -13165977600L) { // October 15, 1582 -> October 4, 1582
      secs -= 86400 * 10;
      if (secs < -15773356800L) { // 1500-03-01 -> 1500-02-28
        int years = (int) ((secs + 15773356800L) / -3155823050L);
        years++;
        years -= years / 4;
        secs += years * 86400;
      }
    }

    return secs;
  }",Código em Conformidade,
Java,get all parents of xml node,"    private ObservableList<Node> getParentChildren(Parent parent){
        try {
            return (ObservableList<Node>) parentChildrenField.get(parent);
        } catch (IllegalAccessException e) {
            e.printStackTrace();
        }
        return null;
    }",Código em Conformidade,
Java,how to extract zip file recursively,"	public static void extractZip(InputStream zip, final File toDir) throws IOException{
		if(!toDir.exists()) {
			throw new IOException(""Directory '"" + toDir + ""' does not exist."");
		}

		// Use the ZipFileVisitor to walk all the entries in the Zip-Stream and create
		// directories and files accordingly
		new ZipFileVisitor() {
			@Override
			public void visit(ZipEntry entry, InputStream data) throws IOException {
				File target = new File(toDir, entry.getName());
				if (entry.isDirectory()) {
					// Assume directories are stored parents first then children.
					//logger.info(""Extracting directory: "" + entry.getName() + "" to "" + target);
					// This is not robust, just for demonstration purposes.
					if(!target.mkdirs()) {
						logger.warning(""Could not create directory "" + target);
					}
					return;
				}

				// zips can contain nested files in sub-dirs without separate entries for the directories
				if(!target.getParentFile().exists() && !target.getParentFile().mkdirs()) {
					logger.warning(""Could not create directory "" + target.getParentFile());
				}

				// it seems we cannot use IOUtils/FileUtils to copy as they close the stream
				int size;
				byte[] buffer = new byte[2048];
				try (OutputStream fout = new BufferedOutputStream(new FileOutputStream(target), buffer.length)) {
	                while ((size = data.read(buffer, 0, buffer.length)) != -1) {
	                    fout.write(buffer, 0, size);
	                }
				}
			}
		}.walk(zip);
	}",Bug Crítico,
Java,print model summary,"	public void writeSummary(String s) {
		if (summaryWriter != null) {
			summaryWriter.println(s);
		}

		logger.info(s);
	}",Código em Conformidade,
Java,string similarity levenshtein,"   public void setSimilarityClass(String className)
   {
      try
      {
         Class<?> similarityClass = ClassLoading.forName(className, this);
         similarity = (Similarity)similarityClass.newInstance();
      }
      catch (ClassNotFoundException e)
      {
         log.warn(""Invalid Similarity class: "" + className, e);
      }
      catch (InstantiationException e)
      {
         log.warn(""Invalid Similarity class: "" + className, e);
      }
      catch (IllegalAccessException e)
      {
         log.warn(""Invalid Similarity class: "" + className, e);
      }
   }",Código em Conformidade,
Java,copying a file to a path,"	public Path withFile(final String file) {
		final Path result = new Path(this);
		result.setFile(file);
		return result;
	}",Código em Conformidade,
Java,copy to clipboard,"    public static String getClipboardText(final Context context) {
        final ClipboardManager clipboard = (ClipboardManager) context.getSystemService(Context.CLIPBOARD_SERVICE);
        final ClipData clipData = clipboard.getPrimaryClip();
        if(clipData != null && clipData.getItemCount() > 0) {
            final CharSequence clipboardText = clipData.getItemAt(0).getText();
            if(clipboardText != null) {
                return clipboardText.toString();
            }
        }
        return null;
    }",Código em Conformidade,
Java,parse json file,,Código em Conformidade,
